Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-11-22 00:00:00-05:00,56.393672943115234,56.40655340125046,55.89768930413932,56.393672943115234,892400,0.0,0.0
2005-11-23 00:00:00-05:00,56.55470714523547,57.46937204045343,56.54182177244095,57.05068588256836,593100,0.0,0.0
2005-11-25 00:00:00-05:00,57.32767253058741,57.32767253058741,56.6062438711558,56.65133285522461,383700,0.0,0.0
2005-11-28 00:00:00-05:00,56.657745361328125,56.90251329955289,56.522478481178005,56.657745361328125,998600,0.0,0.0
2005-11-29 00:00:00-05:00,56.877517048442236,57.8405554450183,56.877517048442236,57.50446319580078,1545100,0.3,0.0
2005-11-30 00:00:00-05:00,57.50446888913009,57.50446888913009,56.470333099365234,56.470333099365234,1354900,0.0,0.0
2005-12-01 00:00:00-05:00,56.92276115452163,57.8211670082296,56.28935026306413,57.52385330200195,1384900,0.0,0.0
2005-12-02 00:00:00-05:00,57.52385011337924,57.52385011337924,56.7159308702138,56.89690399169922,1158400,0.0,0.0
2005-12-05 00:00:00-05:00,56.896910825344364,56.9033755607875,56.18594279219699,56.58020782470703,1014000,0.0,0.0
2005-12-06 00:00:00-05:00,56.78702224745245,57.01323862576359,55.84983799538603,55.979103088378906,738300,0.0,0.0
2005-12-07 00:00:00-05:00,55.97913370230805,56.04376628415083,55.24877615829985,55.44913864135742,847000,0.0,0.0
2005-12-08 00:00:00-05:00,55.51373056812239,55.64946036993646,55.13885496436185,55.319828033447266,898800,0.0,0.0
2005-12-09 00:00:00-05:00,55.57838943762345,56.147167845566294,55.507292136630596,55.701194763183594,858300,0.0,0.0
2005-12-12 00:00:00-05:00,55.48789429159538,55.895088758246736,55.442651009872776,55.746429443359375,1300100,0.0,0.0
2005-12-13 00:00:00-05:00,55.578397332037646,56.412170854807776,55.578397332037646,56.101932525634766,1220700,0.0,0.0
2005-12-14 00:00:00-05:00,56.231176629820645,56.612512127370934,56.21825209225432,56.48971176147461,1316400,0.0,0.0
2005-12-15 00:00:00-05:00,56.61897936770845,56.70300612462485,56.16008183100672,56.547882080078125,1567400,0.0,0.0
2005-12-16 00:00:00-05:00,56.470306357990424,56.50908489075925,55.701165917101555,55.92091751098633,1326200,0.0,0.0
