Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-11-22 00:00:00-05:00,30.133095843199502,30.625042592278255,30.019568084005307,30.516921997070312,4162300,0.0,0.0
2005-11-23 00:00:00-05:00,30.581786255803273,31.300786290036307,30.46285342313836,31.003454208374023,5726800,0.0,0.0
2005-11-25 00:00:00-05:00,31.057520504978392,31.26835451507555,30.868308962464752,31.230512619018555,2138200,0.0,0.0
2005-11-28 00:00:00-05:00,31.34404042181061,31.34404042181061,30.603417754720862,30.630447387695312,5637600,0.0,0.0
2005-11-29 00:00:00-05:00,30.81426114517885,31.052124874774126,30.479089057515182,30.706140518188477,4882600,0.0,0.0
2005-11-30 00:00:00-05:00,30.68450580588755,30.8574999890479,30.181748872212356,30.289867401123047,4859800,0.0,0.0
2005-12-01 00:00:00-05:00,30.48989969924795,30.862913677116772,30.333124901590157,30.792634963989258,4414900,0.0,0.0
2005-12-02 00:00:00-05:00,30.792626014760884,31.068333621855192,30.76019128138183,30.965618133544922,2394700,0.0,0.0
2005-12-05 00:00:00-05:00,30.733159556790792,31.05752132586082,30.40339474846791,31.046709060668945,3487300,0.0,0.0
2005-12-06 00:00:00-05:00,31.030500310848282,31.235927219852655,30.5709881926211,30.58180046081543,4560400,0.0,0.0
2005-12-07 00:00:00-05:00,30.662884526365755,30.662884526365755,30.22499704327532,30.43583106994629,3732700,0.0,0.0
2005-12-08 00:00:00-05:00,30.381782789790133,30.684518091516814,30.21419570331317,30.468278884887695,5269600,0.0,0.0
2005-12-09 00:00:00-05:00,30.603426658580478,30.66829820903886,30.225005500152673,30.25203514099121,3424300,0.0,0.0
2005-12-12 00:00:00-05:00,30.462864369768955,30.65207594993038,30.39258772723927,30.554767608642578,4481600,0.0,0.0
2005-12-13 00:00:00-05:00,30.54395612506276,31.10618165309625,30.392588506834176,31.014278411865234,4378600,0.0,0.0
2005-12-14 00:00:00-05:00,30.679106267015133,31.33864013654534,30.679106267015133,31.052120208740234,4603300,0.0,0.0
2005-12-15 00:00:00-05:00,31.003473492261584,31.106189025170654,30.673708540428734,30.765609741210938,3994600,0.0,0.0
2005-12-16 00:00:00-05:00,30.81425546573744,30.981842509795662,30.695322591745857,30.7493839263916,4368500,0.0,0.0
2005-12-19 00:00:00-05:00,30.662880691146945,31.019677167554388,30.500698787320186,30.635848999023438,4881900,0.0,0.0
2005-12-20 00:00:00-05:00,31.327838604103604,31.560297275077033,30.92238772155411,31.19809341430664,10972600,0.0,0.0
2005-12-21 00:00:00-05:00,31.273753103045525,31.53864838250355,31.24672347752407,31.414310455322266,6185800,0.0,0.0
2005-12-22 00:00:00-05:00,31.32783902700636,31.65760607922167,31.21971837775431,31.614356994628906,3391300,0.0,0.0
2005-12-23 00:00:00-05:00,31.46298184164268,31.684628191902142,31.45757467623939,31.576507568359375,4513100,0.0,0.0
2005-12-27 00:00:00-05:00,31.576517683782495,31.717073095853955,31.208908683312483,31.344058990478516,3076800,0.0,0.0
2005-12-28 00:00:00-05:00,31.344050020352277,31.408921571802445,31.15484046936035,31.15484046936035,2296500,0.0,0.0
2005-12-29 00:00:00-05:00,31.095376571385493,31.2143094773223,30.82507601224156,30.88454246520996,2901500,0.0,0.0
2005-12-30 00:00:00-05:00,30.78722604284065,30.825067946240335,30.419617213618807,30.6737003326416,3734600,0.0,0.0
2006-01-03 00:00:00-05:00,30.906164404369367,31.619759765332244,30.67370782480541,31.522451400756836,5377000,0.0,0.0
2006-01-04 00:00:00-05:00,31.733278969296457,32.04682647552288,31.5440673828125,31.5440673828125,7977800,0.0,0.0
2006-01-05 00:00:00-05:00,31.652182545030247,31.673807076144474,31.365664725567502,31.630558013916016,5778000,0.0,0.0
2006-01-06 00:00:00-05:00,31.771113062792192,31.814360059605086,31.381879780332934,31.662992477416992,6889800,0.0,0.0
2006-01-09 00:00:00-05:00,31.69542618106163,32.05222263444834,31.690019018094375,31.99816131591797,4144500,0.0,0.0
2006-01-10 00:00:00-05:00,31.81436899189978,32.0143928527832,31.668408532225918,32.0143928527832,4713600,0.0,0.0
2006-01-11 00:00:00-05:00,32.12301712204454,32.519463228374434,31.954662444695494,32.35110855102539,5837900,0.27,0.0
2006-01-12 00:00:00-05:00,32.38368331708553,32.46514362716744,32.18817525820984,32.296791076660156,3817700,0.0,0.0
2006-01-13 00:00:00-05:00,32.35109341955529,32.40540028533803,32.07412508938472,32.24790954589844,3430900,0.0,0.0
2006-01-17 00:00:00-05:00,32.285931102824506,32.2913609617988,31.867761524868857,31.93836212158203,2624700,0.0,0.0
2006-01-18 00:00:00-05:00,31.79716768204364,31.9872459333105,31.525629098812395,31.742860794067383,2903000,0.0,0.0
2006-01-19 00:00:00-05:00,31.905782952654178,32.57376760672152,31.884059369186552,32.23162841796875,3813000,0.0,0.0
2006-01-20 00:00:00-05:00,32.20446765133988,32.340236909626874,31.17805239015813,31.41700553894043,5445900,0.0,0.0
2006-01-23 00:00:00-05:00,31.335555708822422,31.873200991345378,31.335555708822422,31.7591552734375,3767000,0.0,0.0
2006-01-24 00:00:00-05:00,31.94378860805827,32.28592769420476,31.83517279496859,31.873188018798828,3813600,0.0,0.0
2006-01-25 00:00:00-05:00,32.04153184888718,32.26962311510304,31.797146869603317,32.133853912353516,4011700,0.0,0.0
2006-01-26 00:00:00-05:00,32.8507291503972,32.856159008944594,32.30765214198489,32.568328857421875,5790400,0.0,0.0
2006-01-27 00:00:00-05:00,32.58462125917397,33.1276982801602,32.470575581968724,33.00822067260742,3700100,0.0,0.0
2006-01-30 00:00:00-05:00,33.37208400682285,33.58931357646252,32.93219086541524,32.948482513427734,4246600,0.0,0.0
2006-01-31 00:00:00-05:00,32.85616195273761,33.62190052033939,32.85073209370372,33.37208557128906,5178400,0.0,0.0
2006-02-01 00:00:00-05:00,33.182005017200915,33.649051584797284,33.067959340464434,33.578453063964844,3496000,0.0,0.0
2006-02-02 00:00:00-05:00,33.480692315544196,33.74679884119051,33.04622913039478,33.274322509765625,3469800,0.0,0.0
2006-02-03 00:00:00-05:00,32.91047615937311,33.75224744264493,32.780138796786204,33.366661071777344,3891600,0.0,0.0
2006-02-06 00:00:00-05:00,33.26891150670843,33.62191254876183,33.25261985210376,33.5241584777832,2629500,0.0,0.0
2006-02-07 00:00:00-05:00,33.317782511394064,33.42096849634691,32.73126026336317,32.872459411621094,3811300,0.0,0.0
2006-02-08 00:00:00-05:00,33.20915386066281,33.32319951451123,33.01907569924144,33.274322509765625,2718000,0.0,0.0
2006-02-09 00:00:00-05:00,33.27434089894517,33.61648012124886,33.18201669599173,33.2254638671875,2714000,0.0,0.0
2006-02-10 00:00:00-05:00,33.12769785776702,33.203728308267756,32.26420532254185,32.75297546386719,4483600,0.0,0.0
2006-02-13 00:00:00-05:00,32.693241231428914,32.89961110569211,32.25334804273822,32.481441497802734,4104900,0.0,0.0
